,transaction_id,ip,device_id,device_type,tran_code,mcc,client_id,card_type,pin_inc_count,card_status,expiration_date,datetime,sum,oper_type,balance
46355,6873411,46.0.176.210,132.0,cash_out,25,2398,682986333,DEBIT,0,act,2025-05-19,2024-01-18 01:05:10,1083.9,country_transfer,920263.64
46356,7018122,86.111.0.165,1355.0,prtbl trm,30,1210,682986333,DEBIT,0,act,2025-05-19,2024-01-22 18:45:37,1084.16,transfer,919179.48
46357,7859141,46.0.176.210,132.0,cash_out,451,3715,682986333,DEBIT,0,act,2025-05-19,2024-02-15 03:51:59,1083.88,payment,918095.6
46358,7999340,86.111.0.165,1355.0,prtbl trm,30,1671,682986333,DEBIT,0,act,2025-05-19,2024-02-28 06:06:20,1084.1,transfer,917011.5
46359,8008304,194.0.162.225,759.0,atm,20,7193,682986333,DEBIT,0,act,2025-05-19,2024-03-19 06:27:49,1083.96,from_acc,915927.54
46360,8065540,185.173.0.45,1276.0,port_trm,25,2651,682986333,DEBIT,0,act,2025-05-19,2024-03-27 00:42:22,1083.99,country_transfer,914843.55
46361,8131800,86.111.0.165,1355.0,prtbl trm,25,5518,682986333,DEBIT,0,act,2025-05-19,2024-04-25 01:06:58,1083.98,diff_cntry,913759.57
46362,8305213,194.0.162.135,749.0,port_trm,30,5682,682986333,DEBIT,0,act,2025-05-19,2024-05-18 12:13:10,1083.95,transfer,912675.62
46363,8501229,46.0.143.105,819.0,cash_out,20,9695,682986333,DEBIT,0,act,2025-05-19,2024-06-07 23:30:13,1083.82,decrease_on_acc,911591.8
46364,8719065,185.173.0.45,1276.0,port_trm,30,8332,682986333,DEBIT,0,act,2025-05-19,2024-06-10 17:26:34,1083.93,transfer,910507.87
46365,8896056,185.173.0.45,1276.0,port_trm,30,6825,682986333,DEBIT,0,act,2025-05-19,2024-06-26 20:12:13,1084.24,transfer,909423.63
46366,8952166,46.0.8.0,137.0,cash_out,451,2398,682986333,DEBIT,0,act,2025-05-19,2024-07-09 15:43:54,1083.87,payment,908339.76
46367,9008062,195.58.0.0,1424.0,port_trm,451,4625,682986333,DEBIT,0,act,2025-05-19,2024-07-10 11:39:27,1084.14,payment,907255.62
46368,9115093,46.0.8.0,137.0,cash_out,30,3715,682986333,DEBIT,0,act,2025-05-19,2024-07-22 09:23:53,1084.03,transfer,906171.59
46369,9380208,195.58.0.0,1424.0,port_trm,-1,8332,682986333,DEBIT,1,act,2025-05-19,2024-09-08 21:20:26,1083.81,err,906171.59
46370,9796978,194.0.162.135,749.0,port_trm,25,6825,682986333,DEBIT,0,act,2025-05-19,2024-09-18 10:50:02,1083.96,country_transfer,905087.63
46371,9898624,46.0.8.0,137.0,cash_out,25,1671,682986333,DEBIT,0,act,2025-05-19,2024-09-22 17:07:04,1083.99,diff_cntry,904003.64
46372,1245749,78.24.158.24,931.0,ATM,451,3897,538406799,DEBIT,0,active,2030-02-12,2022-02-09 01:12:28,394.15,payment,316159.85
46373,1309819,78.24.158.24,931.0,ATM,25,7723,538406799,DEBIT,0,active,2030-02-12,2022-03-14 17:55:37,394.19,country_transfer,315765.66
46374,1497705,188.18.0.90,227.0,port_trm,30,8404,538406799,DEBIT,0,active,2030-02-12,2022-03-16 15:55:54,394.08,transfer,315371.58
46375,1633794,188.43.0.180,1418.0,pos trm,451,7476,538406799,DEBIT,0,active,2030-02-12,2022-04-04 18:06:06,393.96,payment,314977.62
46376,1637489,37.0.124.45,723.0,cash_in,451,5932,538406799,DEBIT,0,active,2030-02-12,2022-05-16 13:13:46,393.79,payment,314583.83
46377,1674312,37.0.124.45,723.0,cash_in,30,7723,538406799,DEBIT,0,active,2030-02-12,2022-05-17 08:38:04,394.0,transfer,314189.83
46378,2205874,45.154.0.240,317.0,port_trm,451,5350,538406799,DEBIT,0,active,2030-02-12,2022-05-18 05:35:52,394.05,payment,313795.78
46379,2243778,91.107.0.0,974.0,pos trm,451,7677,538406799,DEBIT,0,active,2030-02-12,2022-05-22 10:49:30,394.16,payment,313401.62
46380,2372043,194.156.0.195,37.0,pos trm,451,7476,538406799,DEBIT,0,active,2030-02-12,2022-06-12 10:23:02,394.04,payment,313007.58
46381,2489877,37.0.127.75,1027.0,ATM,20,2848,538406799,DEBIT,0,active,2030-02-12,2022-06-19 00:16:31,393.82,decrease_on_acc,312613.76
46382,2577398,194.87.0.195,580.0,ATM,10,4173,538406799,DEBIT,0,active,2030-02-12,2022-06-22 22:48:54,393.91,in_acc,313007.67
46383,3145853,188.0.166.15,1297.0,ATM,20,4991,538406799,DEBIT,0,active,2030-02-12,2022-07-01 17:21:58,393.9,from_acc,312613.77
46384,3339026,188.43.0.210,1421.0,ATM,10,7476,538406799,DEBIT,0,active,2030-02-12,2022-07-17 21:01:59,393.81,in,313007.58
46385,3473447,46.0.123.0,909.0,cash_out,20,7044,538406799,DEBIT,0,active,2030-02-12,2022-07-20 18:08:39,393.97,from_acc,312613.61
46386,3666492,78.24.158.24,931.0,ATM,30,4991,538406799,DEBIT,0,active,2030-02-12,2022-08-19 22:06:06,394.05,transfer,312219.56
46387,3911824,95.106.0.90,550.0,atm,10,6521,538406799,DEBIT,0,active,2030-02-12,2022-10-12 18:20:53,393.89,add_on_acc,312613.45
46388,3916497,45.154.0.240,317.0,port_trm,25,7723,538406799,DEBIT,0,active,2030-02-12,2022-10-22 14:36:25,393.81,country_transfer,312219.64
46389,4093159,194.156.0.195,37.0,pos trm,30,1080,538406799,DEBIT,0,active,2030-02-12,2022-10-29 10:13:27,394.09,transfer,311825.55
46390,4556067,128.0.24.30,882.0,atm,20,1254,538406799,DEBIT,0,active,2030-02-12,2022-10-29 21:19:35,393.95,decrease_on_acc,311431.6
46391,4564721,37.0.124.45,723.0,cash_in,451,1328,538406799,DEBIT,0,active,2030-02-12,2022-11-20 23:27:35,393.96,payment,311037.64
46392,4667824,194.156.0.0,21.0,ATM,10,1080,538406799,DEBIT,0,active,2030-02-12,2023-01-10 19:47:50,393.96,in,311431.6
46393,4816983,188.18.0.90,227.0,port_trm,30,5350,538406799,DEBIT,0,active,2030-02-12,2023-01-22 13:46:39,394.22,transfer,311037.38
46394,5582117,91.107.0.0,974.0,pos trm,451,5350,538406799,DEBIT,0,active,2030-02-12,2023-02-14 02:32:12,394.19,payment,310643.19
46395,5654705,91.107.0.0,974.0,pos trm,-1,2848,538406799,DEBIT,1,active,2030-02-12,2023-02-18 03:53:19,393.8,err,310643.19
46396,5813270,46.0.8.165,149.0,cash_out,20,5932,538406799,DEBIT,0,active,2030-02-12,2023-03-04 18:39:03,394.15,decrease_on_acc,310249.04
46397,6045138,188.18.0.90,227.0,port_trm,451,5350,538406799,DEBIT,0,active,2030-02-12,2023-03-31 22:59:49,394.0,payment,309855.04
46398,6477572,81.17.0.210,1401.0,cash_in,10,1254,538406799,DEBIT,0,active,2030-02-12,2023-05-30 16:48:20,393.94,in,310248.98
46399,6596076,78.24.158.24,931.0,ATM,-1,7677,538406799,DEBIT,1,active,2030-02-12,2023-06-17 00:30:09,393.81,bad,310248.98
46400,6745206,37.0.124.45,723.0,cash_in,30,4173,538406799,DEBIT,0,active,2030-02-12,2023-06-25 15:35:48,394.01,transfer,309854.97
46401,7128633,194.156.0.195,37.0,pos trm,451,7723,538406799,DEBIT,0,active,2030-02-12,2023-07-21 08:16:22,394.13,payment,309460.84
46402,7350067,85.140.0.210,1267.0,cash_out,20,7476,538406799,DEBIT,0,active,2030-02-12,2023-07-23 16:22:27,393.91,from_acc,309066.93
46403,7392684,188.43.0.180,1418.0,pos trm,451,5298,538406799,DEBIT,0,active,2030-02-12,2023-07-27 03:14:52,394.22,payment,308672.71
46404,7442902,194.156.0.195,37.0,pos trm,25,7723,538406799,DEBIT,0,active,2030-02-12,2023-09-02 09:53:41,394.12,country_transfer,308278.59
46405,7572186,78.24.158.24,931.0,ATM,30,2848,538406799,DEBIT,0,active,2030-02-12,2023-09-19 10:21:32,393.96,transfer,307884.63
46406,7714467,46.8.0.210,783.0,atm,10,1254,538406799,DEBIT,0,active,2030-02-12,2023-11-05 21:26:31,394.02,in_acc,308278.65
46407,7775309,194.156.0.195,37.0,pos trm,451,5932,538406799,DEBIT,0,active,2030-02-12,2023-11-22 11:10:02,393.84,payment,307884.81
46408,7990194,194.87.0.15,567.0,cash_in,10,4173,538406799,DEBIT,0,active,2030-02-12,2023-12-19 05:45:23,393.78,add_on_acc,308278.59
46409,8007981,62.118.0.75,525.0,ATM,20,8830,538406799,DEBIT,0,active,2030-02-12,2024-01-01 14:19:40,393.99,from_acc,307884.6
46410,8049585,188.43.0.180,1418.0,pos trm,-1,5350,538406799,DEBIT,1,active,2030-02-12,2024-01-30 07:56:40,393.83,err_code,307884.6
46411,8256174,217.26.0.195,694.0,cash_out,20,7677,538406799,DEBIT,0,active,2030-02-12,2024-02-17 03:06:59,393.84,decrease_on_acc,307490.76
46412,8379345,188.244.0.195,1467.0,atm,20,8475,538406799,DEBIT,0,active,2030-02-12,2024-03-13 10:32:44,393.96,out,307096.8
46413,8447479,185.173.0.60,1277.0,cash_out,20,5932,538406799,DEBIT,0,active,2030-02-12,2024-05-12 11:51:49,393.78,out,306703.02
46414,8684695,134.0.98.45,794.0,cash_out,20,4991,538406799,DEBIT,0,active,2030-02-12,2024-05-24 00:39:09,393.89,out,306309.13
46415,8717421,78.24.158.24,931.0,ATM,451,2848,538406799,DEBIT,0,active,2030-02-12,2024-06-05 20:14:52,394.11,payment,305915.02
46416,9165639,45.154.0.240,317.0,port_trm,451,8404,538406799,DEBIT,0,active,2030-02-12,2024-06-15 02:17:00,393.89,payment,305521.13
46417,9230574,31.134.0.195,1132.0,atm,10,1328,538406799,DEBIT,0,active,2030-02-12,2024-07-03 16:33:53,393.85,in_acc,305914.98
46418,9241001,78.24.158.24,931.0,ATM,30,3843,538406799,DEBIT,0,active,2030-02-12,2024-07-18 09:15:36,394.14,transfer,305520.84
46419,9543552,194.156.0.195,37.0,pos trm,30,5350,538406799,DEBIT,0,active,2030-02-12,2024-08-16 08:53:04,393.92,transfer,305126.92
46420,9586228,78.24.158.24,931.0,ATM,30,1328,538406799,DEBIT,0,active,2030-02-12,2024-09-04 07:43:11,393.72,transfer,304733.2
46421,9723891,78.24.158.24,931.0,ATM,451,8830,538406799,DEBIT,0,active,2030-02-12,2024-10-05 11:40:21,394.2,payment,304339.0
46422,9882947,37.0.124.45,723.0,cash_in,-1,4173,538406799,DEBIT,1,active,2030-02-12,2024-11-15 03:27:28,393.9,err_code,304339.0
46423,9989002,195.143.0.195,1380.0,atm,20,7476,538406799,DEBIT,0,active,2030-02-12,2024-11-16 14:57:18,394.02,out,303944.98
46424,1283092,194.87.0.195,580.0,ATM,451,4314,964163162,CREDIT,0,act,2030-10-02,2022-02-26 22:23:16,304.2,payment,569002.8
46425,1622876,185.233.0.60,81.0,ATM,451,1913,964163162,CREDIT,0,act,2030-10-02,2022-02-27 08:33:15,304.17,payment,568698.63
46426,1634768,46.0.188.210,1243.0,cash_out,30,4876,964163162,CREDIT,0,act,2030-10-02,2022-03-03 10:57:05,304.04,transfer,568394.59
46427,2429288,45.154.0.105,303.0,ATM,20,4525,964163162,CREDIT,0,act,2030-10-02,2022-03-22 21:03:29,303.73,out,568090.86
46428,2685670,62.118.0.210,537.0,ATM,10,7459,964163162,CREDIT,0,act,2030-10-02,2022-04-08 14:04:43,304.07,add_on_acc,568394.93
46429,2924762,95.181.0.210,263.0,pos trm,451,8484,964163162,CREDIT,0,act,2030-10-02,2022-05-13 05:38:37,304.03,payment,568090.9
46430,3303564,45.154.0.210,314.0,atm,10,9571,964163162,CREDIT,0,act,2030-10-02,2022-07-15 00:16:34,304.18,in,568395.08
46431,3361510,109.126.0.210,381.0,port_trm,-1,4314,964163162,CREDIT,1,act,2030-10-02,2022-07-22 15:56:30,303.97,err_code,568395.08
46432,3441385,95.181.0.210,263.0,pos trm,451,1913,964163162,CREDIT,0,act,2030-10-02,2022-08-27 22:38:43,303.89,payment,568091.19
46433,3587718,185.233.0.60,81.0,ATM,25,1770,964163162,CREDIT,0,act,2030-10-02,2022-10-09 00:01:47,303.96,diff_cntry,567787.23
46434,4048762,109.126.0.60,369.0,cash_in,451,4525,964163162,CREDIT,0,act,2030-10-02,2022-10-10 20:50:36,304.25,payment,567482.98
46435,4106081,185.233.0.60,81.0,ATM,-1,7487,964163162,CREDIT,1,act,2030-10-02,2022-10-20 00:17:41,303.73,err,567482.98
46436,4130540,109.126.0.60,369.0,cash_in,30,7459,964163162,CREDIT,0,act,2030-10-02,2022-11-02 08:05:07,304.0,transfer,567178.98
46437,4168182,85.140.0.210,1267.0,cash_out,20,2908,964163162,CREDIT,0,act,2030-10-02,2022-11-23 19:24:13,304.12,out,566874.86
46438,4172732,46.0.188.210,1243.0,cash_out,451,8484,964163162,CREDIT,0,act,2030-10-02,2022-12-19 11:01:31,303.87,payment,566570.99
46439,4317672,109.126.0.60,369.0,cash_in,451,2908,964163162,CREDIT,0,act,2030-10-02,2022-12-25 11:41:27,303.89,payment,566267.1
46440,4664571,95.181.0.210,263.0,pos trm,25,9571,964163162,CREDIT,0,act,2030-10-02,2022-12-29 14:48:00,303.99,country_transfer,565963.11
46441,4818013,217.112.0.195,1488.0,atm,20,7618,964163162,CREDIT,0,act,2030-10-02,2023-01-01 20:29:37,304.01,from_acc,565659.1
46442,4965230,194.87.0.195,580.0,ATM,451,2908,964163162,CREDIT,0,act,2030-10-02,2023-01-12 18:45:26,303.89,payment,565355.21
46443,5143778,109.126.0.210,381.0,port_trm,-1,2849,964163162,CREDIT,1,act,2030-10-02,2023-01-14 19:33:27,303.95,err_code,565355.21
46444,5727553,95.181.0.210,263.0,pos trm,451,7618,964163162,CREDIT,0,act,2030-10-02,2023-01-25 23:18:58,303.93,payment,565051.28
46445,5801380,109.126.0.210,381.0,port_trm,30,7459,964163162,CREDIT,0,act,2030-10-02,2023-02-09 19:04:15,304.06,transfer,564747.22
46446,5973909,109.126.0.180,378.0,atm,10,8205,964163162,CREDIT,0,act,2030-10-02,2023-02-24 22:07:33,304.23,in_acc,565051.45
46447,6100536,95.181.0.210,263.0,pos trm,451,8020,964163162,CREDIT,0,act,2030-10-02,2023-03-01 16:03:51,304.07,payment,564747.38
46448,6396277,194.87.0.195,580.0,ATM,30,2849,964163162,CREDIT,0,act,2030-10-02,2023-03-07 22:05:10,303.8,transfer,564443.58
46449,6726656,109.126.0.210,381.0,port_trm,30,4876,964163162,CREDIT,0,act,2030-10-02,2023-03-13 05:38:20,303.93,transfer,564139.65
46450,6810245,46.0.128.30,701.0,cash_out,20,9571,964163162,CREDIT,0,act,2030-10-02,2023-03-28 15:39:34,303.95,out,563835.7
46451,6824039,194.87.0.195,580.0,ATM,25,8484,964163162,CREDIT,0,act,2030-10-02,2023-04-12 23:50:32,304.03,diff_cntry,563531.67
46452,7353527,95.181.0.210,263.0,pos trm,-1,4876,964163162,CREDIT,1,act,2030-10-02,2023-05-23 14:11:29,304.23,bad,563531.67
46453,7513327,151.0.0.30,14.0,cash_out,20,7487,964163162,CREDIT,0,act,2030-10-02,2023-07-30 12:09:26,303.82,decrease_on_acc,563227.85
46454,7537240,185.233.0.60,81.0,ATM,-1,7459,964163162,CREDIT,1,act,2030-10-02,2023-10-14 18:50:57,303.82,bad,563227.85
46455,7750030,194.87.0.195,580.0,ATM,30,8205,964163162,CREDIT,0,act,2030-10-02,2023-10-28 16:11:20,304.01,transfer,562923.84
46456,7782433,109.126.0.210,381.0,port_trm,25,7618,964163162,CREDIT,0,act,2030-10-02,2023-10-28 22:15:06,304.06,diff_cntry,562619.78
46457,7845322,109.126.0.210,381.0,port_trm,30,2849,964163162,CREDIT,0,act,2030-10-02,2023-11-19 19:02:55,304.09,transfer,562315.69
46458,7870253,95.181.0.210,263.0,pos trm,25,4314,964163162,CREDIT,0,act,2030-10-02,2023-12-23 21:40:41,303.81,country_transfer,562011.88
46459,7988780,217.112.0.195,1488.0,atm,10,4876,964163162,CREDIT,0,act,2030-10-02,2023-12-28 00:50:37,304.04,in_acc,562315.92
46460,8061742,109.126.0.210,381.0,port_trm,451,8484,964163162,CREDIT,0,act,2030-10-02,2023-12-28 14:26:18,304.09,payment,562011.83
46461,8248125,151.0.38.30,390.0,port_trm,-1,6996,964163162,CREDIT,1,act,2030-10-02,2023-12-31 16:09:36,303.84,err_code,562011.83
46462,8444955,212.20.0.120,457.0,ATM,10,7618,964163162,CREDIT,0,act,2030-10-02,2024-01-02 07:40:42,304.01,in,562315.84
46463,8609868,95.181.0.210,263.0,pos trm,451,7618,964163162,CREDIT,0,act,2030-10-02,2024-02-24 00:24:21,304.04,payment,562011.8
46464,8670243,46.0.188.210,1243.0,cash_out,25,1913,964163162,CREDIT,0,act,2030-10-02,2024-02-28 14:11:13,303.82,country_transfer,561707.98
46465,8872101,109.126.0.210,381.0,port_trm,30,4581,964163162,CREDIT,0,act,2030-10-02,2024-03-25 18:34:14,304.05,transfer,561403.93
46466,8904675,151.0.38.30,390.0,port_trm,451,4314,964163162,CREDIT,0,act,2030-10-02,2024-04-12 00:40:29,303.97,payment,561099.96
46467,9041535,213.151.0.105,1007.0,cash_out,20,8020,964163162,CREDIT,0,act,2030-10-02,2024-05-30 03:33:23,303.95,out,560796.01
46468,9401423,194.87.0.195,580.0,ATM,30,7618,964163162,CREDIT,0,act,2030-10-02,2024-08-06 20:57:47,303.84,transfer,560492.17
46469,9420170,46.0.188.210,1243.0,cash_out,25,4876,964163162,CREDIT,0,act,2030-10-02,2024-08-08 16:22:41,304.17,diff_cntry,560188.0
46470,9430376,185.233.0.60,81.0,ATM,25,2908,964163162,CREDIT,0,act,2030-10-02,2024-09-03 13:51:44,303.79,country_transfer,559884.21
46471,9536588,95.181.0.210,263.0,pos trm,30,7618,964163162,CREDIT,0,act,2030-10-02,2024-09-24 01:05:36,303.74,transfer,559580.47
46472,9645877,151.0.38.30,390.0,port_trm,25,1913,964163162,CREDIT,0,act,2030-10-02,2024-10-03 02:53:11,304.02,diff_cntry,559276.45
46473,9788547,194.87.0.195,580.0,ATM,30,7618,964163162,CREDIT,0,act,2030-10-02,2024-10-28 08:21:29,304.04,transfer,558972.41
46474,9930222,185.233.0.60,81.0,ATM,451,4876,964163162,CREDIT,0,act,2030-10-02,2024-11-17 07:15:48,303.85,payment,558668.56
46475,1238279,85.140.0.75,1254.0,prtbl trm,451,5959,778133517,CREDIT,0,active,2030-07-20,2022-01-12 00:31:00,623.95,payment,856052.05
46476,1564531,188.0.166.90,1305.0,cash_out,30,6514,778133517,CREDIT,0,active,2030-07-20,2022-01-22 00:53:37,623.74,transfer,855428.31
46477,1601452,46.0.188.60,1232.0,cash_in,-1,2136,778133517,CREDIT,1,active,2030-07-20,2022-03-16 16:37:40,624.21,err,855428.31
46478,1695331,188.0.166.90,1305.0,cash_out,451,7407,778133517,CREDIT,0,active,2030-07-20,2022-03-18 10:14:52,624.12,payment,854804.19
46479,2079223,188.0.166.90,1305.0,cash_out,451,5932,778133517,CREDIT,0,active,2030-07-20,2022-03-24 11:10:50,623.97,payment,854180.22
46480,2142431,46.0.128.15,699.0,port_trm,-1,5835,778133517,CREDIT,1,active,2030-07-20,2022-03-28 07:10:03,623.99,bad,854180.22
46481,2210059,46.0.123.90,917.0,atm,10,5835,778133517,CREDIT,0,active,2030-07-20,2022-04-04 17:49:14,624.2,in_acc,854804.42
46482,2548782,95.181.0.135,257.0,cash_in,10,8604,778133517,CREDIT,0,active,2030-07-20,2022-04-26 15:11:13,623.89,in,855428.31
46483,2549569,85.140.0.30,1249.0,cash_out,-1,7922,778133517,CREDIT,1,active,2030-07-20,2022-05-27 09:35:43,624.04,err_code,855428.31
46484,2654550,46.0.128.15,699.0,port_trm,30,3069,778133517,CREDIT,0,active,2030-07-20,2022-05-29 20:24:48,623.78,transfer,854804.53
46485,2783532,46.0.54.210,1090.0,atm,30,6514,778133517,CREDIT,0,active,2030-07-20,2022-06-04 23:40:26,624.07,transfer,854180.46
46486,3297716,46.0.128.15,699.0,port_trm,451,2702,778133517,CREDIT,0,active,2030-07-20,2022-06-07 05:17:20,623.77,payment,853556.69
46487,3464410,95.181.0.15,249.0,ATM,30,6514,778133517,CREDIT,0,active,2030-07-20,2022-06-28 23:40:14,624.1,transfer,852932.59
46488,3937774,37.0.123.105,328.0,ATM,10,5651,778133517,CREDIT,0,active,2030-07-20,2022-07-10 22:41:29,624.08,in_acc,853556.67
46489,4031628,46.0.54.210,1090.0,atm,25,5651,778133517,CREDIT,0,active,2030-07-20,2022-10-10 04:54:51,623.86,diff_cntry,852932.81
46490,4035659,46.0.0.120,663.0,prtbl trm,451,3069,778133517,CREDIT,0,active,2030-07-20,2022-10-11 06:50:13,623.9,payment,852308.91
46491,4040126,46.0.188.60,1232.0,cash_in,-1,4677,778133517,CREDIT,1,active,2030-07-20,2022-10-18 21:15:13,623.93,err,852308.91
46492,4169102,46.0.0.120,663.0,prtbl trm,451,5651,778133517,CREDIT,0,active,2030-07-20,2022-11-07 08:06:35,623.82,payment,851685.09
46493,4331006,46.0.128.15,699.0,port_trm,451,4337,778133517,CREDIT,0,active,2030-07-20,2022-11-09 14:25:37,623.9,payment,851061.19
46494,4480089,46.0.128.15,699.0,port_trm,25,9251,778133517,CREDIT,0,active,2030-07-20,2022-11-17 17:46:33,624.05,country_transfer,850437.14
46495,4534778,188.0.166.90,1305.0,cash_out,451,5932,778133517,CREDIT,0,active,2030-07-20,2022-12-20 23:22:01,623.81,payment,849813.33
46496,4551946,85.140.0.30,1249.0,cash_out,-1,9251,778133517,CREDIT,1,active,2030-07-20,2022-12-27 18:55:51,623.96,err_code,849813.33
46497,4575240,194.156.0.90,28.0,cash_in,10,2136,778133517,CREDIT,0,active,2030-07-20,2022-12-30 17:27:05,624.2,in_acc,850437.53
46498,4587895,128.0.24.45,883.0,atm,10,6514,778133517,CREDIT,0,active,2030-07-20,2022-12-31 01:24:59,624.1,in_acc,851061.63
46499,4687519,46.0.128.15,699.0,port_trm,30,5932,778133517,CREDIT,0,active,2030-07-20,2023-01-06 19:05:24,623.71,transfer,850437.92
46500,4723487,46.0.54.210,1090.0,atm,25,7407,778133517,CREDIT,0,active,2030-07-20,2023-01-14 06:56:21,623.92,country_transfer,849814.0
46501,4903649,46.0.0.120,663.0,prtbl trm,451,1736,778133517,CREDIT,0,active,2030-07-20,2023-01-18 19:04:23,624.14,payment,849189.86
46502,4936353,217.112.0.60,1476.0,atm,10,4153,778133517,CREDIT,0,active,2030-07-20,2023-01-19 10:40:48,624.06,add_on_acc,849813.92
46503,5055954,85.140.0.75,1254.0,prtbl trm,30,5959,778133517,CREDIT,0,active,2030-07-20,2023-02-21 18:49:42,624.15,transfer,849189.77
46504,5101362,85.140.0.30,1249.0,cash_out,25,1241,778133517,CREDIT,0,active,2030-07-20,2023-03-05 09:08:03,624.24,diff_cntry,848565.53
46505,5213475,46.0.54.210,1090.0,atm,10,4677,778133517,CREDIT,0,active,2030-07-20,2023-03-10 15:49:19,623.98,add_on_acc,849189.51
46506,5222577,46.0.123.15,910.0,ATM,10,5835,778133517,CREDIT,0,active,2030-07-20,2023-04-12 19:55:58,624.29,in_acc,849813.8
46507,5250111,85.140.0.30,1249.0,cash_out,451,6514,778133517,CREDIT,0,active,2030-07-20,2023-04-17 17:25:44,623.92,payment,849189.88
46508,5258560,95.167.0.105,208.0,atm,20,5651,778133517,CREDIT,0,active,2030-07-20,2023-04-25 03:07:58,623.92,from_acc,848565.96
46509,5380200,46.0.188.60,1232.0,cash_in,-1,6514,778133517,CREDIT,1,active,2030-07-20,2023-04-30 03:42:20,623.99,err_code,848565.96
46510,5659825,85.140.0.30,1249.0,cash_out,451,7922,778133517,CREDIT,0,active,2030-07-20,2023-06-06 01:01:36,624.06,payment,847941.9
46511,5806692,95.181.0.15,249.0,ATM,25,6514,778133517,CREDIT,0,active,2030-07-20,2023-06-08 22:39:23,623.91,country_transfer,847317.99
46512,5979174,95.181.0.15,249.0,ATM,25,2702,778133517,CREDIT,0,active,2030-07-20,2023-06-09 02:18:32,623.88,country_transfer,846694.11
46513,6087501,85.140.0.30,1249.0,cash_out,25,5959,778133517,CREDIT,0,active,2030-07-20,2023-06-15 16:01:53,623.83,diff_cntry,846070.28
46514,6254437,85.140.0.75,1254.0,prtbl trm,25,4907,778133517,CREDIT,0,active,2030-07-20,2023-07-10 01:24:24,623.97,country_transfer,845446.31
46515,6468155,88.210.0.45,343.0,cash_in,10,5651,778133517,CREDIT,0,active,2030-07-20,2023-07-12 01:09:45,623.99,in,846070.3
46516,6530648,78.24.158.99,939.0,atm,30,6514,778133517,CREDIT,0,active,2030-07-20,2023-08-28 00:46:09,623.96,transfer,845446.34
46517,6538621,46.0.188.60,1232.0,cash_in,451,3069,778133517,CREDIT,0,active,2030-07-20,2023-09-13 01:49:21,623.99,payment,844822.35
46518,6724478,85.140.0.30,1249.0,cash_out,25,7922,778133517,CREDIT,0,active,2030-07-20,2024-01-01 03:05:37,623.83,country_transfer,844198.52
46519,6827829,46.0.188.60,1232.0,cash_in,451,4337,778133517,CREDIT,0,active,2030-07-20,2024-01-26 05:17:22,623.94,payment,843574.58
46520,6906688,46.0.0.120,663.0,prtbl trm,451,2702,778133517,CREDIT,0,active,2030-07-20,2024-01-31 17:15:15,624.03,payment,842950.55
46521,7497808,46.0.128.15,699.0,port_trm,25,8604,778133517,CREDIT,0,active,2030-07-20,2024-03-30 11:18:40,624.14,diff_cntry,842326.41
46522,7700717,128.0.24.15,880.0,cash_in,10,5932,778133517,CREDIT,0,active,2030-07-20,2024-04-07 21:24:54,623.97,in_acc,842950.38
46523,7936864,95.181.0.15,249.0,ATM,-1,7407,778133517,CREDIT,1,active,2030-07-20,2024-04-19 10:16:35,624.05,err_code,842950.38
46524,8027150,46.0.0.120,663.0,prtbl trm,-1,4677,778133517,CREDIT,2,active,2030-07-20,2024-05-28 20:40:22,624.07,err_code,842950.38
46525,8341953,188.0.166.90,1305.0,cash_out,30,4337,778133517,CREDIT,0,active,2030-07-20,2024-06-01 02:05:18,623.7,transfer,842326.68
46526,8710232,95.167.0.75,205.0,ATM,10,3234,778133517,CREDIT,0,active,2030-07-20,2024-06-10 04:56:14,623.7,in,842950.38
46527,8730370,46.0.0.120,663.0,prtbl trm,451,6514,778133517,CREDIT,0,active,2030-07-20,2024-06-29 10:54:36,623.79,payment,842326.59
46528,8807091,188.0.166.90,1305.0,cash_out,30,5651,778133517,CREDIT,0,active,2030-07-20,2024-07-02 04:47:01,624.37,transfer,841702.22
46529,9042167,78.24.158.99,939.0,atm,451,2136,778133517,CREDIT,0,active,2030-07-20,2024-09-30 11:40:57,623.83,payment,841078.39
46530,9189550,188.0.166.90,1305.0,cash_out,451,1496,778133517,CREDIT,0,active,2030-07-20,2024-10-09 21:30:50,624.0,payment,840454.39
46531,9350441,46.0.54.210,1090.0,atm,30,8604,778133517,CREDIT,0,active,2030-07-20,2024-10-09 22:39:57,623.86,transfer,839830.53
46532,9425009,188.0.166.90,1305.0,cash_out,30,6990,778133517,CREDIT,0,active,2030-07-20,2024-10-28 06:19:46,623.7,transfer,839206.83
46533,9883164,85.140.0.75,1254.0,prtbl trm,30,5932,778133517,CREDIT,0,active,2030-07-20,2024-11-21 20:03:17,623.94,transfer,838582.89
46534,1061251,46.0.2.30,183.0,cash_in,25,5409,822595728,CREDIT,0,act,2028-01-18,2022-01-19 06:18:01,1028.06,country_transfer,271436.94
46535,1476792,188.0.189.90,838.0,Portable term,25,9136,822595728,CREDIT,0,act,2028-01-18,2022-02-01 20:53:57,1028.02,country_transfer,270408.92
46536,1546431,46.0.128.45,702.0,port_trm,451,6874,822595728,CREDIT,0,act,2028-01-18,2022-03-04 00:29:33,1027.94,payment,269380.98
